Event, Shape Type, Indicator Type, en: Indicator Name, ka: Indicator Name,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
2010 Tbilisi Mayor Election,Tbilisi District,Political Results,Zviad Dzidziguri,ზვიად ძიძიგური,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Indicators,Average votes per minute (08:00-12:00),ხმების რაოდენობა ერთ წუთში (08:00-12:00),,0,0,,0-1,0-1,,1-2,1-2,,2-3,2-3,,>3,>3,,,,,,,,,,,,,,,,,,,,,,,,
2010 Tbilisi Mayor Election,Tbilisi Precinct,Indicators,Average votes per minute (12:00-17:00),ხმების რაოდენობა ერთ წუთში (12:00-17:00),,0,0,,0-1,0-1,,1-2,1-2,,2-3,2-3,,>3,>3,,,,,,,,,,,,,,,,,,,,,,,,
2010 Tbilisi Mayor Election,Tbilisi Precinct,Indicators,Average votes per minute (17:00-20:00),ხმების რაოდენობა ერთ წუთში (17:00-20:00),,0,0,,0-1,0-1,,1-2,1-2,,2-3,2-3,,>3,>3,,,,,,,,,,,,,,,,,,,,,,,,
2010 Tbilisi Mayor Election,Tbilisi Precinct,Indicators,Total Turnout (%),სულ (%),%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Indicators,Total Turnout (#),სულ (#),,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,2000-2500,2000-2500,,>2500,>2500,,,,,,,,,,,,,,,,,,
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Davit Iakobidze,დავით იაკობიძე,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Gigi Ugulava,გიგი უგულავა,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Giorgi Chanturia,გია ჭანტურია,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Giorgi Laghidze,გიორგი ლაღიძე,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Giorgi Topadze,გოგი თოფაძე,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Irakli Alasania,ირაკლი ალასანია,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Nikoloz Ivanishvili,ნიკოლოზ ივანიშვილი,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Tamaz Vashadze,თამაზ ვაშაძე,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
2010 Tbilisi Mayor Election,Tbilisi Precinct,Political Results,Zviad Dzidziguri,ზვიად ძიძიგური,%,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100
Release 2007,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release 2007,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release 2009,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release April 2008,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release February 2010,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release February 2010,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release February 2010,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release February 2010,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release February 2010,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
